repo,tier,issue_idx,base_commit,commit_date,python_loc,n_source_files,file_type,body_len,title,source_files
rich,medium,9,9f620dc50c0008c35e9f8493f198e6e593574a70,2023-11-07,23215,1,single,6588,[BUG] `font-family` ignored in `html_export` due to user agent stylesheet for `<code>`,['rich/_export_format.py']
rich,medium,10,a05a5a1c2f95f25db70ac3657e99f0bab652e2cd,2021-04-20,19330,28,multi,313,[BUG] No `Optional` typing in args that accept `None` in `Console`.,"['rich/columns.py', 'rich/scope.py', 'rich/console.py', 'rich/bar.py', 'rich/layout.py', 'rich/pretty.py', 'rich/spinner.py', 'rich/style.py', 'rich/_inspect.py', 'rich/align.py', 'rich/logging.py', 'rich/table.py', 'rich/screen.py', 'rich/__init__.py', 'rich/syntax.py', 'rich/segment.py', 'rich/progress_bar.py', 'rich/live.py', 'rich/color.py', 'rich/panel.py', 'rich/progress.py', 'rich/measure.py', 'rich/containers.py', 'rich/_log_render.py', 'rich/prompt.py', 'rich/markdown.py', 'rich/_ratio.py', 'rich/status.py']"
rich,medium,11,aa7926c1431eebfb2ccaab9f3b63a4ac6cd8dfe6,2022-05-24,22417,1,single,9034,[BUG] Invalid markup in a ProgressBar causes the entire Python script to exit abnormally.,['rich/live.py']
rich,medium,12,a972ca05522577de2f98eb7c957deead9c87b38f,2023-09-17,23194,4,multi,6871,[BUG] Plain code blocks do not render correctly on a light background,"['rich/text.py', 'rich/syntax.py', 'rich/console.py', 'rich/markdown.py']"
rich,medium,13,7e1928efee53da1ac7d156912df04aef83eefea5,2021-05-20,20221,1,single,1428,[REQUEST] Extra caching for `get_character_cell_size`,['rich/cells.py']
rich,medium,14,5c9161d0c48254fb579827249a9ee7d88f4589b7,2021-09-14,20346,1,single,285,[REQUEST] current item of a progress,['rich/progress.py']
rich,medium,15,0aa85606ad9a7ca6b28a5ae376e433b8e59f6e80,2022-08-06,22720,1,single,14148,[BUG] Console(no_color=True) does not work on Windows 10,['rich/console.py']
fastapi,medium,1,ef176c663195489b44030bfe1fb94a317762c8d5,2023-03-14,5427,5,multi,3290,Support PEP 593 `Annotated` for specifying dependencies and parameters,"['fastapi/dependencies/utils.py', 'fastapi/utils.py', 'fastapi/param_functions.py', 'tests/main.py', 'fastapi/params.py']"
fastapi,medium,3,033bc2a6c9aec3a245eb1f1b4fadb2fbb7a514b8,2019-08-07,3781,1,single,3285,OpenAPI: HTTP_422 response does not use custom media_type,['fastapi/openapi/utils.py']
fastapi,medium,4,543ef7753aff639ad3aed7c153e42f719e361d38,2020-06-07,4647,1,single,1232,dependency_overrides does not play well with scopes,['fastapi/dependencies/utils.py']
fastapi,medium,5,92c825be6a7362099400c9c3fe8b01ea13add3dc,2019-02-08,2546,2,multi,565,Nesting FastAPI instances doesn't work very well,"['fastapi/openapi/utils.py', 'fastapi/applications.py']"
fastapi,medium,6,0f152b4e97a102c0105f26d76d6e1bba3b12fc2a,2020-03-29,4485,1,single,2516,RecursionError from response model in 0.47.1,['fastapi/utils.py']
fastapi,medium,8,42a4ed7a1804f631f971d05f3302d54361ebe10e,2022-10-31,5334,1,single,2009,Would be nice to be able to route request using header's Accept field (or generic header's field),['fastapi/openapi/utils.py']
fastapi,medium,9,ea8d7f689efcb0ddf28f4686fa3be90c2154503b,2021-07-03,4828,4,multi,3529,pass method return value as positional parameters to Response,"['docs_src/custom_response/tutorial006.py', 'fastapi/openapi/utils.py', 'fastapi/routing.py', 'fastapi/applications.py']"
fastapi,medium,12,3ff504f03fb5ba852def5a0a41653c6bed7efb1b,2020-06-28,4744,2,multi,406,Support body in GET and other methods with undefined behavior,"['fastapi/openapi/constants.py', 'fastapi/dependencies/utils.py']"
fastapi,medium,13,d03678dfbbdee0018252af3f5899716e824d6e87,2019-04-27,2886,1,single,1137,be able to host statics myself,['fastapi/openapi/docs.py']
fastapi,medium,14,4fdcdf341c106d345e6d0c349091cfb208f9c792,2020-12-19,4694,28,multi,739,Add __all__ to __init__.py files to silence mypy(strict) errors,"['fastapi/websockets.py', 'fastapi/middleware/httpsredirect.py', 'fastapi/middleware/cors.py', 'fastapi/routing.py', 'fastapi/templating.py', 'fastapi/middleware/__init__.py', 'fastapi/middleware/wsgi.py', 'fastapi/params.py', 'fastapi/middleware/gzip.py', 'fastapi/openapi/models.py', 'fastapi/security/__init__.py', 'fastapi/responses.py', 'fastapi/middleware/trustedhost.py', 'fastapi/datastructures.py', 'fastapi/openapi/utils.py', 'fastapi/dependencies/utils.py', 'fastapi/security/oauth2.py', 'fastapi/dependencies/models.py', 'fastapi/openapi/docs.py', 'fastapi/applications.py', 'fastapi/__init__.py', 'fastapi/staticfiles.py', 'docs_src/openapi_callbacks/tutorial001.py', 'fastapi/encoders.py', 'fastapi/param_functions.py', 'fastapi/utils.py', 'fastapi/concurrency.py', 'fastapi/background.py']"
fastapi,medium,17,c6aa28bea2f751a91078bd8d845133ff83f352bf,2022-09-20,5324,1,single,5308,Error while opening swagger docs while uploading file in APIRouter,['fastapi/routing.py']
fastapi,medium,20,1760da0efa55585c19835d81afa8ca386036c325,2021-08-27,5009,1,single,1796,Doing work after the HTTP response has been sent,['fastapi/background.py']
fastapi,medium,23,78b07cb809e97f400e196ff3d89862b9d5bd5dc2,2022-02-13,5000,1,single,2688,Use the raw response in Reponse classes,['fastapi/routing.py']
open-interpreter,medium,0,d57ed889c27d5e95e39ea7db59fe518b5f18f942,2023-11-10,2976,1,single,1020,UnicodeDecodeError - help will be appriciate! ,['interpreter/code_interpreters/subprocess_code_interpreter.py']
open-interpreter,medium,1,3c922603c0a7d1ad4113245a3d2bcd23bf4b1619,2024-01-16,5507,2,multi,9181,NameError: name 'computer' is not defined  ,"['interpreter/core/computer/terminal/terminal.py', 'interpreter/terminal_interface/start_terminal_interface.py']"
open-interpreter,medium,3,eded6a2ab6f46cd19caa1559ae23b528a70d1707,2024-10-23,14529,1,single,1529,Date format string error on Windows when using --os flag,['interpreter/computer_use/loop.py']
open-interpreter,medium,4,637fedd2dbe2964b09fb7ae9832bdbffed4494ca,2023-09-20,1815,2,multi,699,The code it generated repeated the same function call 20-30 times and used up $5 in a matter of minutes,"['interpreter/cli.py', 'interpreter/interpreter.py']"
open-interpreter,medium,5,dee41b6932a0d9b5569b1abf9144b7ffd8c3c7ad,2023-09-24,2190,1,single,2097,"raise Exception(""`interpreter.chat()` requires a display. Set `display=True` or pass a message into `interpreter.chat(message)`."")",['interpreter/core/core.py']
open-interpreter,medium,6,1bb7b19eeb4264f0d7b6410409af6f1cdbf31f3d,2023-08-30,1163,1,single,546,Error: cannot import name 'cli' from 'interpreter',['interpreter/interpreter.py']
stable-diffusion-webui,medium,0,f92d61497a426a19818625c3ccdaae9beeb82b31,2023-12-05,21201,1,single,37858,"[Bug]: KeyError: ""do_not_save"" when trying to save a prompt",['modules/styles.py']
stable-diffusion-webui,medium,1,98947d173e3f1667eba29c904f681047dea9de90,2022-11-12,13133,2,multi,1353,[Bug]: Extension Updates Overwrite with a git reset --hard,"['modules/extensions.py', 'modules/ui_extensions.py']"
stable-diffusion-webui,medium,2,458eda13211ac3498485f1e5154d90808fbcfb60,2023-08-10,21664,1,single,10207,[Bug]: Generating using LoRA fails with Runtime Error with `Lora/Networks: use old method` enabled,['extensions-builtin/Lora/networks.py']
stable-diffusion-webui,medium,3,7f8ab1ee8f304031b3404e25761dd0f4c7be7df8,2022-10-20,10553,1,single,335,Outpainting script does not save multiple images when using batch sliders,['scripts/outpainting_mk_2.py']
stable-diffusion-webui,medium,5,d9499f4301018ebd2977685d098381aa4111d2ae,2023-11-05,23257,3,multi,400,[Feature Request]: Sort items by date by default,"['modules/shared_options.py', 'modules/ui_extra_networks.py', 'javascript/extraNetworks.js']"
stable-diffusion-webui,medium,6,22bcc7be428c94e9408f589966c2040187245d81,2023-03-29,17806,1,single,1336,[Bug]: Model Dropdown Select on Firefox is obscured by svelte pre-loader,['modules/ui.py']
stable-diffusion-webui,medium,7,ae6b30907db2060962c533de79ab4bd2c6b12297,2023-08-11,22261,1,single,783,[Bug]: Inpainting color correctioin,['modules/processing.py']
stable-diffusion-webui,medium,9,f92d61497a426a19818625c3ccdaae9beeb82b31,2023-12-05,21201,4,multi,4127,[Feature Request]: Img2Img inpainting/sketching - Non-binary/alpha weighted denoising mask,"['modules/sd_samplers_cfg_denoiser.py', 'modules/processing.py', 'modules/images.py', 'modules/scripts.py']"
stable-diffusion-webui,medium,10,09c1be96748584b08b6299024bb7b64bafb09d09,2023-08-03,21376,3,multi,1078,[Feature Request]: command-line argument to disable extensions,"['modules/extensions.py', 'modules/cmd_args.py', 'modules/ui_extensions.py']"
stable-diffusion-webui,medium,11,67c884196d4627903f6598989251ec5b2c46a4ce,2023-05-08,18506,1,single,3003,[Bug]: LoRa's wont work,['extensions-builtin/Lora/lora.py']
stable-diffusion-webui,medium,12,39827a3998afa3ea612e7cc9a475085765d4d509,2022-11-27,14169,1,single,1241,[Bug]: Non checkpoints found. Can't run without a checkpoint.,['modules/sd_models.py']
stable-diffusion-webui,medium,13,fab73f2e7d388ca99cdb3d5de7f36c0b9a1a3b1c,2023-06-27,20099,2,multi,40611,[Bug]: ModuleNotFoundError: No module named 'pytorch_lightning.utilities.distributed',"['modules/models/diffusion/ddpm_edit.py', 'extensions-builtin/LDSR/sd_hijack_ddpm_v1.py']"
yt-dlp,large,0,3e01ce744a981d8f19ae77ec695005e7000f4703,2023-01-01,176626,1,single,5220,Generic extractor can crash if Brotli is not available,['yt_dlp/extractor/generic.py']
yt-dlp,large,1,135dfa2c7ebc9284db940713c0dc6cbc19ca5fa4,2022-01-20,158644,1,single,9494,[YouTube] Add the Channel Banner link to the info.json when downloading a channel's videos,['yt_dlp/extractor/youtube.py']
yt-dlp,large,2,3699eeb67cad333272b14a42dd3843d93fda1a2e,2024-03-30,194671,1,single,7237,[TikTok] New API fix adds non-playable video codec in available formats,['yt_dlp/extractor/tiktok.py']
yt-dlp,large,3,96da9525043f78aca4544d01761b13b2140e9ae6,2024-05-05,195481,1,single,3878,"[cbc.ca] ""unable to extract OpenGraph description""",['yt_dlp/extractor/cbc.py']
yt-dlp,large,4,c84aeac6b5695e7e1ac629d17fc51eb68ab91bae,2021-07-21,139255,2,multi,7478,[youtube] YouTube serving erroneous DASH Manifest VP9 formats,"['yt_dlp/extractor/youtube.py', 'yt_dlp/downloader/youtube_live_chat.py']"
yt-dlp,large,5,f7590d47641cedbf630b909aa8f53930c4a9ce5c,2021-09-16,146186,1,single,108591,VRV - NoneType object is not iterable,['yt_dlp/extractor/vrv.py']
yt-dlp,large,6,50e93e03a7ca6ae35a319ea310104f7d6d91eee3,2022-03-05,161370,19,multi,2282,Tele5 has an extraction error,"['yt_dlp/extractor/extractors.py', 'yt_dlp/extractor/streamcz.py', 'yt_dlp/extractor/bbc.py', 'yt_dlp/extractor/zdf.py', 'yt_dlp/extractor/tv2dk.py', 'yt_dlp/extractor/rutv.py', 'yt_dlp/extractor/aliexpress.py', 'yt_dlp/extractor/wdr.py', 'yt_dlp/extractor/videa.py', 'yt_dlp/extractor/nuvid.py', 'yt_dlp/extractor/arte.py', 'yt_dlp/extractor/vimeo.py', 'yt_dlp/extractor/urplay.py', 'yt_dlp/extractor/bigo.py', 'yt_dlp/YoutubeDL.py', 'yt_dlp/extractor/applepodcasts.py', 'yt_dlp/extractor/tele5.py', 'yt_dlp/extractor/uol.py', 'yt_dlp/extractor/audiomack.py']"
yt-dlp,large,7,80e8493ee7c3083f4e215794e4a67ba5265f24f7,2022-05-18,163470,2,multi,2529,Add Filmarkivet.se as a Supported Site,"['yt_dlp/utils.py', 'yt_dlp/extractor/generic.py']"
yt-dlp,large,8,5da08bde9e073987d1aae2683235721e4813f9c6,2022-11-07,173662,1,single,13876,[VLIVE.TV] Extract release timestamp,['yt_dlp/extractor/vlive.py']
yt-dlp,large,9,51c22ef4e2af966d6100d0d97d9e8019022df8ad,2022-03-10,162468,1,single,1861,'<' not supported between instances of 'float' and 'str' and --throttled-rate error after update?,['yt_dlp/__init__.py']
yt-dlp,large,10,6f638d325e1878df304822c6bf4e231e06dae89a,2022-04-19,162342,1,single,1479,Error since commit 43cc91a,['yt_dlp/extractor/anvato.py']
yt-dlp,large,11,14a086058a30a0748b5b716e9b21481f993518f3,2021-11-23,151297,1,single,4250,ARD:mediathek doesn't work anymore,['yt_dlp/extractor/ard.py']
yt-dlp,large,12,c999bac02c5a4f755b2a82488a975e91c988ffd8,2024-05-17,195385,1,single,6062,[TikTok] Failed to parse JSON/ No video formats found,['yt_dlp/extractor/tiktok.py']
yt-dlp,large,13,135dfa2c7ebc9284db940713c0dc6cbc19ca5fa4,2022-01-20,158644,2,multi,2084,[YouTube] [ChannelTab] extract subscriber count and channel views,"['yt_dlp/extractor/youtube.py', 'yt_dlp/extractor/common.py']"
yt-dlp,large,14,c8a61a910096c77ce08dad5e1b2fbda5eb964156,2024-04-06,195052,1,single,1624,Vkplay Unsupported URL,['yt_dlp/extractor/vk.py']
yt-dlp,large,15,93864403ea7c982be9a78af38835ac0747ed12d1,2021-12-07,152252,1,single,2309,[ceskatelevize.cz] Cannot download manifest - SSLV3_ALERT_HANDSHAKE_FAILURE,['yt_dlp/extractor/ceskatelevize.py']
yt-dlp,large,16,195c22840c594c8f9229cb47ffec2a8984c53a0c,2022-02-26,160310,3,multi,6600,--no-continue is bugged and does nothing (--force-overwrites also),"['yt_dlp/utils.py', 'yt_dlp/downloader/http.py', 'yt_dlp/downloader/fragment.py']"
yt-dlp,large,17,1f6b90ed8db7006e2f2d539c41c8f3e59058dd00,2022-08-07,167090,1,single,1933,9gag.com - NineGagIE - InfoExtractor - add Uploader info to the returned metadata,['yt_dlp/extractor/ninegag.py']
yt-dlp,large,18,2b18a8c59018a863cfac5b959ee14e474a7a87bc,2021-06-23,141055,1,single,2889,[Broken] [YouTube] Can't get full Chat Replay when using cookies,['yt_dlp/downloader/youtube_live_chat.py']
yt-dlp,large,19,f6c73aad5f1a67544bea137ebd9d1e22e0e56567,2024-12-12,202586,1,single,6525,[Globo] Unable to download JSON metadata: HTTP Error 404: Not Found,['yt_dlp/extractor/globo.py']
yt-dlp,large,20,8c53322cda75394a8d551dde20b2529ee5ad6e89,2023-01-02,177221,1,single,2959,[ok.ru] Download subtitle,['yt_dlp/extractor/odnoklassniki.py']
yt-dlp,large,21,5f2da312fa66d6f001ca4d8d79ee281b9b62e9ed,2022-07-14,166751,1,single,4255,UnicodeDecodeError when configuration saved as UTF-8 and OS default encoding is GBK,['yt_dlp/utils.py']
yt-dlp,large,22,2fd226f6a76715e429709d7172183d48e07c7ab3,2021-07-22,140172,1,single,1802,Program not running without `_sqlite3` module,['yt_dlp/cookies.py']
yt-dlp,large,23,f14c2333481c63c24017a41ded7d8f36726504b7,2023-02-09,178992,1,single,4822,Can't extract from sportdeutschland.tv,['yt_dlp/extractor/sportdeutschland.py']
yt-dlp,large,24,3e35aa32c74bc108375be8c8b6b3bfc90dfff1b4,2024-05-18,195391,1,single,18945,on.orf.at not complete DRM detection,['yt_dlp/extractor/orf.py']
yt-dlp,large,25,2314b4d89fc111ddfcb25937210f1f1c2390cc4a,2022-09-16,169455,2,multi,3967,`InfoExtractor._get_cookies` fails if values contain quotes,"['yt_dlp/cookies.py', 'yt_dlp/extractor/common.py']"
yt-dlp,large,26,a79cba0c95b8b74d2ca4f7fbf6ffe76e34ed7221,2022-06-18,164471,1,single,3351,Site support request for: ixigua.com,['yt_dlp/extractor/_extractors.py']
yt-dlp,large,27,700444c23ddb65f618c2abd942acdc0c58c650b1,2023-10-13,194339,6,multi,5382,problem with double-dot segments (`/../`) after the hostname,"['yt_dlp/utils/_legacy.py', 'yt_dlp/networking/_urllib.py', 'yt_dlp/utils/_utils.py', 'yt_dlp/utils/networking.py', 'yt_dlp/cookies.py', 'yt_dlp/networking/common.py']"
yt-dlp,large,28,4b5eec0aaa7c02627f27a386591b735b90e681a8,2024-11-24,202448,1,single,38757,[TikTok] ERROR: Postprocessing: Conversion failed! when embedding thumbnail,['yt_dlp/extractor/tiktok.py']
yt-dlp,large,29,a40b0070c2a00d3ed839897462171a82323aa875,2024-01-22,191480,1,single,3616,[linkedin] yt-dlp see no subtitles but they exist (webvtt),['yt_dlp/extractor/linkedin.py']
yt-dlp,large,30,b965087396ddb2d40dfe5bc12391ee000945129d,2021-02-25,134825,3,multi,1078,zsh completions are not installed,"['devscripts/bash-completion.py', 'devscripts/fish-completion.py', 'devscripts/zsh-completion.py']"
yt-dlp,large,31,4f08e586553755ab61f64a5ef9b14780d91559a7,2022-07-22,167583,1,single,2511,ERROR: 03354: An extractor error has occurred.,['yt_dlp/extractor/tubitv.py']
yt-dlp,large,32,c459d45dd4d417fb80a52e1a04e607776a44baa4,2023-03-05,181299,1,single,3392,Chilloutzone: Unable to extract video data,['yt_dlp/extractor/chilloutzone.py']
yt-dlp,large,33,68be95bd0ca3f76aa63c9812935bd826b3a42e53,2023-03-31,182071,1,single,5275,[youku] HTML in error message,['yt_dlp/extractor/youku.py']
yt-dlp,large,34,8e6e3651727b0b85764857fc6329fe5e0a3f00de,2024-01-14,189670,1,single,3067,"ValueError: could not find firefox container ""XYZ"" in containers.json",['yt_dlp/cookies.py']
yt-dlp,large,35,aebb4f4ba78ec7542416832e9dd5e47788cb12aa,2022-10-05,171366,1,single,3498,https://nos.nl/,['yt_dlp/extractor/_extractors.py']
yt-dlp,large,36,2530b68d4476fe6cb4b25897b906cbb1774ca7c9,2022-10-22,172691,1,single,3743,Genius.com support request,['yt_dlp/extractor/_extractors.py']
yt-dlp,large,37,d1c4f6d4da75ac55cf573afe53b1e4a0f776a8f7,2022-05-12,163150,1,single,9612,[Broken] TF1.fr multi-language videos: no detection of other languages than French,['yt_dlp/extractor/wat.py']
yt-dlp,large,38,aa4b0545120becc11a5992384ce52c943da8ead5,2021-12-09,152785,1,single,4207,SonyLIV Premium Content giving 406 ERROR,['yt_dlp/extractor/sonyliv.py']
yt-dlp,large,39,3e35aa32c74bc108375be8c8b6b3bfc90dfff1b4,2024-05-18,195391,1,single,4380,Support NTS.live,['yt_dlp/extractor/_extractors.py']
yt-dlp,large,40,87ebab0615b1bf9b14b478b055e7059d630b4833,2023-01-08,178020,1,single,1421,How to limit YouTube Music search to tracks only?,['yt_dlp/extractor/youtube.py']
yt-dlp,large,41,91302ed349f34dc26cc1d661bb45a4b71f4417f7,2023-06-26,188900,1,single,12416,Is YT-DLP capacity of downloading/displaying Automatic caption?,['yt_dlp/options.py']
yt-dlp,large,44,a903d8285c96b2c7ac7915f228a17e84cbfe3ba4,2021-10-11,147951,1,single,1563,[Question] How to use Sponsorblock as part of Python script,['yt_dlp/__init__.py']
yt-dlp,large,45,8531d2b03bac9cc746f2ee8098aaf8f115505f5b,2024-07-14,198523,2,multi,8149,Cookie not loading when downloading instagram videos,"['yt_dlp/__init__.py', 'yt_dlp/YoutubeDL.py']"
yt-dlp,large,46,e59c82a74cda5139eb3928c75b0bd45484dbe7f0,2024-10-01,200408,1,single,3210,How to use --merge-output-format?,['yt_dlp/options.py']
keras,large,0,49b9682b3570211c7d8f619f8538c08fd5d8bdad,2018-05-01,35396,1,single,174,[API DESIGN REVIEW] sample weight in ImageDataGenerator.flow,['keras/preprocessing/image.py']
keras,large,1,84b283e6200bcb051ed976782fbb2b123bf9b8fc,2024-06-14,159844,1,single,485,model.keras format much slower to load,['keras/src/saving/saving_lib.py']
keras,large,2,818c9fadd9cb1748f2b5545e8ef5f141526ec14e,2024-03-14,142701,1,single,376,Scatter update variable in TF optimizer,['keras/backend/tensorflow/optimizer.py']
keras,large,3,8f5592bcb61ff48c96560c8923e482db1076b54a,2024-10-08,170742,1,single,998,Reason for the recently added shape restriction in MultiHeadAttention,['keras/src/layers/attention/multi_head_attention.py']
keras,large,4,aab55e649c34f8a24f00ee63922d049d3417c979,2018-07-22,31106,1,single,1102,HDF5 Normalizer not working.,['keras/utils/io_utils.py']
keras,large,5,d2803c0fb7d0ba9361dcba8eb9bcebbf2f774958,2018-07-18,31230,1,single,1198,Cannot load_model,['keras/engine/saving.py']
keras,large,6,96130040540e1405ffe746ddf2b2cceb9b8b8f65,2022-04-22,210027,1,single,1488,The vocabulary_size method of preprocessing layers does not work in graph mode,['keras/layers/preprocessing/index_lookup.py']
keras,large,7,5b299743442b64afaeeec01e925ddbeb112aad3c,2025-01-01,188729,1,single,1191,Tensorflow BackupAndRestore method does not work,['keras/src/callbacks/backup_and_restore.py']
keras,large,8,a56b16fffec6e4a431bf14e13e7dabeeb5904cd8,2017-11-08,31633,1,single,2202,vgg16 predictions: class probabilities change significantly in 2.0.9,['keras/preprocessing/image.py']
keras,large,9,ffb8b813818221a9b43d51e251d489a40b116607,2018-02-20,34343,1,single,1876,Error with multiprocessing on Sequence in fit_generator(),['keras/utils/data_utils.py']
keras,large,10,fed28a7357e13aeb955f891747a1f9b26d5bc581,2024-04-15,150487,1,single,1533,kl divergence outputs confusing result when the label contains negative,['keras/losses/losses.py']
keras,large,11,4bb90a5bfd762269adeee772e233a733a6d318a9,2015-04-18,1819,1,single,3394,Nasnet weight errors (no_top version),['keras/datasets/data_utils.py']
keras,large,12,3d9428d3445a429b535a247168d93b8a5910219d,2017-06-19,26802,5,multi,849,Performance Using HDF5 File vs In-Memory Dataset,"['keras/utils/data_utils.py', 'keras/utils/__init__.py', 'keras/legacy/interfaces.py', 'keras/engine/training.py', 'keras/models.py']"
keras,large,13,2bfd1f2c950df5fc3f40b903c1966f1b0a48bee4,2018-10-03,32395,1,single,2025,fit_generator crashes though keras.utils.data_utils.Sequence was used,['keras/engine/training_generator.py']
keras,large,14,c0d95fd6c2cd8ffc0738819825c3065e3c89977c,2017-01-06,19914,2,multi,2055,clipnorm doesn't work with Embedding,"['keras/optimizers.py', 'keras/backend/tensorflow_backend.py']"
keras,large,15,80fbbc3a6a2a30f391bad2aa85e7558c50ca0709,2016-10-25,18549,2,multi,571,PReLU should be channelwise,"['keras/backend/theano_backend.py', 'keras/layers/advanced_activations.py']"
keras,large,16,980a6be629610ee58c1eae5a65a4724ce650597b,2022-03-11,206628,1,single,989,Compiling model in callback causes TypeError,['keras/engine/training.py']
keras,large,17,90f441a6a0ed4334cac53760289061818a68b7c1,2016-06-02,12992,1,single,1210,Is the cifar10_cnn.py example actually performing data augmentation?,['keras/preprocessing/image.py']
keras,large,20,ed07472bc5fc985982db355135d37059a1f887a9,2019-07-10,35068,1,single,2797,model.fit : AttributeError: 'Model' object has no attribute '_compile_metrics',['keras/engine/training.py']
keras,large,21,a3d160b9467c99cbb27f9aa0382c759f45c8ee66,2018-03-23,35460,1,single,2237,Improve Keras Documentation User Experience for Long Code Snippets By Removing The Need For Horizontal Slide Bars,['docs/autogen.py']
keras,large,24,c2b844ba2fe8d0d597da9ef6a9af3b20d18d0bec,2017-08-10,28478,1,single,1402,Loss Increases after some epochs ,['examples/cifar10_cnn.py']
keras,large,25,530eff62e5463e00d73e72c51cc830b9ac3a14ab,2016-10-07,17974,2,multi,7780,"Using keras for Distributed training raise RuntimeError(""Graph is finalized and cannot be modified."")","['keras/engine/training.py', 'keras/backend/tensorflow_backend.py']"
keras,large,26,c2e36f369b411ad1d0a40ac096fe35f73b9dffd3,2016-12-22,19862,1,single,423,"Parent module '' not loaded, cannot perform relative import with vgg16.py",['keras/applications/vgg16.py']
scikit-learn,large,0,559609fe98ec2145788133687e64a6e87766bc77,2023-04-17,141035,1,single,5079,Extend SequentialFeatureSelector example to demonstrate how to use negative tol,['examples/feature_selection/plot_select_from_model_diabetes.py']
scikit-learn,large,2,e04b8e70e60df88751af5cd667cafb66dc32b397,2023-08-08,146112,1,single,3069,KNNImputer add_indicator fails to persist where missing data had been present in training,['sklearn/impute/_knn.py']
scikit-learn,large,3,2707099b23a0a8580731553629566c1182d26f48,2025-01-14,159695,1,single,2495,ConvergenceWarnings cannot be turned off,['sklearn/utils/parallel.py']
scikit-learn,large,4,23d8761615d0417eef5f52cc796518e44d41ca2a,2021-02-05,110027,3,multi,278,Birch should be called BIRCH,"['examples/cluster/plot_birch_vs_minibatchkmeans.py', 'sklearn/cluster/_birch.py', 'examples/cluster/plot_cluster_comparison.py']"
scikit-learn,large,5,eaf0a044fdc084ebeeb9bbfbcf42e6df2b1491bb,2020-04-06,101281,1,single,829,BUG: MLE for PCA mis-estimates rank,['sklearn/decomposition/_pca.py']
scikit-learn,large,8,abb31d0a7ca769a1e6406553a58a7fb0bd3b259a,2015-07-16,67050,1,single,894,Bug with using TreeClassifier with OOB score and sparse matrices,['sklearn/ensemble/forest.py']
scikit-learn,large,10,14d03f60ed366df942be09ee4bc394a69958e09c,2014-07-14,56924,1,single,220,MinibatchKMeans bad center reallocation causes duplicate centers,['sklearn/cluster/k_means_.py']
scikit-learn,large,11,130601e076ec5ca8298b95c3d02122ac5d8cf8eb,2013-09-25,51643,1,single,754,StratifiedKFold should do its best to preserve the dataset dependency structure,['sklearn/cross_validation.py']
scikit-learn,large,12,439c19596a248a31cd1aa8220f54a622a0322160,2015-01-05,59570,1,single,686,using sparse matrix in fit_params,['sklearn/cross_validation.py']
scikit-learn,large,13,adc1e590d4dc1e230b49a4c10b4cd7b672bb3d69,2019-02-27,101164,3,multi,1450,SVC and OneVsOneClassifier decision_function inconsistent on sub-sample,"['sklearn/utils/multiclass.py', 'sklearn/utils/estimator_checks.py', 'sklearn/svm/base.py']"
scikit-learn,large,14,effd75dda5f4afa61f988035ff8fe4b3a447464e,2017-11-09,88985,1,single,1849,Duplicated input points silently create duplicated clusters in KMeans,['sklearn/cluster/k_means_.py']
scikit-learn,large,15,e217b68fd00bb7c54b81a492ee6f9db6498517fa,2020-08-12,104534,1,single,671,Something goes wrong with KernelPCA with 32 bits input data,['sklearn/utils/validation.py']
scikit-learn,large,16,e8a15d544490b3fe80ef77dd995d12de84194d00,2017-06-29,86685,4,multi,945,[RFC?] Make cross_val_score output a dict/named tuple.,"['sklearn/model_selection/_search.py', 'sklearn/metrics/scorer.py', 'sklearn/model_selection/_validation.py', 'sklearn/model_selection/__init__.py']"
scikit-learn,large,18,c56bce482db698c7c7e7b583b8b2e08a211eb48b,2019-09-17,94104,14,multi,3429,Toward a consistent API for NearestNeighbors & co,"['sklearn/neighbors/unsupervised.py', 'sklearn/neighbors/regression.py', 'sklearn/manifold/t_sne.py', 'sklearn/neighbors/__init__.py', 'sklearn/neighbors/base.py', 'sklearn/manifold/locally_linear.py', 'sklearn/cluster/dbscan_.py', 'sklearn/manifold/spectral_embedding_.py', 'sklearn/cluster/spectral.py', 'sklearn/manifold/isomap.py', 'sklearn/neighbors/lof.py', 'sklearn/neighbors/classification.py', 'sklearn/neighbors/graph.py', 'sklearn/utils/estimator_checks.py']"
scikit-learn,large,19,6f7ae911f18fda59669309582706f1aa1f36374d,2021-07-30,122650,1,single,2933,'feature_name' referenced before assignment,['sklearn/feature_extraction/_dict_vectorizer.py']
scikit-learn,large,20,0fb9a50033574e36a8bd635d8e5c0a793428877c,2017-06-09,85596,3,multi,128,Deprecate LSHForest,"['examples/neighbors/plot_approximate_nearest_neighbors_scalability.py', 'examples/neighbors/plot_approximate_nearest_neighbors_hyperparameters.py', 'sklearn/neighbors/approximate.py']"
scikit-learn,large,21,2b79665b90bd54fa59701090d5f608a1fc4dd33a,2020-09-15,106398,1,single,3924,Data type mismatch problem when calling HistGradientBoostingClassifier.predict(),['sklearn/ensemble/_hist_gradient_boosting/gradient_boosting.py']
scikit-learn,large,23,bf0886bae0ccbc8c5d285b6e2affe7e40474f970,2021-04-27,112041,2,multi,1258,Matthews correlation coefficient metric throws misleading division by zero RuntimeWarning,"['sklearn/metrics/_classification.py', 'sklearn/utils/_testing.py']"
