mechanism,candidate_turn,candidate_files,candidate_f1,final_files,final_f1,n_candidates,stop_reason,study,model,repo,issue_idx,map_type,rep,file
CONTENT_STATED,4,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools,12,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools/rep12.json
CONTENT_STATED,8,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,"[""gpt_engineer/applications/cli/main.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools/rep3.json
CONTENT_STATED,7,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,"[""gpt_engineer/applications/cli/main.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools,4,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools/rep4.json
CONTENT_STATED,9,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools,5,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools/rep5.json
CONTENT_STATED,9,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools,7,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools/rep7.json
CONTENT_STATED,3,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py""]",1.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,structural,14,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/structural/rep14.json
CONTENT_STATED,13,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py""]",1.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,structural,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/structural/rep2.json
CONTENT_STATED,8,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,structural,6,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/structural/rep6.json
CONTENT_STATED,4,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_cochange,11,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_cochange/rep11.json
CONTENT_STATED,6,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,"[""gpt_engineer/applications/cli/main.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_cochange,5,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_cochange/rep5.json
CONTENT_STATED,9,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_cochange,7,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_cochange/rep7.json
CONTENT_STATED,8,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_cochange,9,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_cochange/rep9.json
CONTENT_STATED,7,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_frequency,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_frequency/rep1.json
CONTENT_STATED,5,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_frequency,11,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_frequency/rep11.json
CONTENT_STATED,12,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_frequency,13,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_frequency/rep13.json
CONTENT_STATED,11,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py""]",1.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_frequency,15,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_frequency/rep15.json
CONTENT_STATED,5,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_frequency,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_frequency/rep2.json
CONTENT_STATED,9,"[""gpt_engineer/core/ai.py""]",1.0,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/temporal_frequency/rep3.json
CONTENT_STATED,5,"[""keras/utils/io_utils.py""]",0.0,"[""keras/utils/io_utils.py"", ""keras/engine/training.py""]",0.28571428571428575,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,12,temporal_cochange,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/12/temporal_cochange/rep3.json
CONTENT_STATED,10,"[""keras/utils/io_utils.py""]",0.0,"[""user/???""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,12,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/12/temporal_frequency/rep3.json
CONTENT_STATED,15,"[""keras/engine/saving.py""]",1.0,"[""keras/optimizers.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,temporal_cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/temporal_cochange/rep2.json
CONTENT_STATED,22,"[""keras/engine/saving.py""]",1.0,"[""keras/optimizers.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,5,temporal_frequency,12,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/5/temporal_frequency/rep12.json
CONTENT_STATED,12,"[""keras/utils/data_utils.py""]",1.0,"[""Keras/utils/data_utils.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,keras,9,temporal_frequency,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/keras/9/temporal_frequency/rep2.json
CONTENT_STATED,29,"[""pandas/tseries/index.py"", ""pandas/core/generic.py"", ""pandas/tseries/period.py""]",0.8,"[""pandas/tseries/index.py"", ""pandas/core/generic.py"", ""pandas/tseries/period.py"", ""pandas/tslib.pyx""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,26,all_tools,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/26/all_tools/rep1.json
CONTENT_STATED,15,"[""pandas/tseries/index.py""]",0.6666666666666666,"[""pandas/tseries/index.py"", ""pandas/tseries/period.py"", ""pandas/core/generic.py""]",0.8,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,26,all_tools,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/26/all_tools/rep3.json
CONTENT_STATED,13,"[""pandas/tseries/index.py"", ""pandas/core/generic.py""]",1.0,"[""pandas/tseries/index.py"", ""pandas/core/generic.py"", ""pandas/_libs/tslibs/tslib.pyx""]",0.8,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,26,structural,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/26/structural/rep1.json
CONTENT_STATED,29,"[""pandas/tseries/index.py"", ""pandas/core/generic.py""]",1.0,"[""Pandas/tseries/index.py"", ""pandas/core/generic.py""]",0.5,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,26,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/26/temporal_frequency/rep3.json
CONTENT_STATED,12,"[""pandas/core/indexing.py""]",0.0,"[""pandas/core/indexing.py"", ""pandas/core/common.py"", ""pandas/core/frame.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,all_tools,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/all_tools/rep1.json
CONTENT_STATED,16,"[""pandas/core/common.py""]",0.0,"[""pandas/core/indexing.py"", ""pandas/core/common.py"", ""pandas/core/generic.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,all_tools,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/all_tools/rep3.json
CONTENT_STATED,14,"[""pandas/core/internals.py""]",0.0,"[""pandas/core/internals.py"", ""pandas/core/common.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,structural,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/structural/rep1.json
CONTENT_STATED,14,"[""pandas/core/indexing.py"", ""pandas/core/internals.py""]",0.0,"[""pandas/core/indexing.py"", ""pandas/core/internals.py"", ""pandas/core/common.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,structural,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/structural/rep2.json
CONTENT_STATED,17,"[""pandas/core/generic.py"", ""pandas/core/internals.py""]",0.0,"[""pandas/core/common.py"", ""pandas/core/internals.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,temporal_cochange,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/temporal_cochange/rep1.json
CONTENT_STATED,15,"[""pandas/core/indexing.py"", ""pandas/core/internals.py""]",0.0,"[""pandas/core/indexing.py"", ""pandas/core/internals.py"", ""pandas/core/common.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,pandas,35,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/pandas/35/temporal_frequency/rep3.json
CONTENT_STATED,20,"[""requests/sessions.py""]",0.5,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,all_tools,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/all_tools/rep2.json
CONTENT_STATED,15,"[""requests/sessions.py""]",0.5,"[""requests/adapter.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,temporal_cochange,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/temporal_cochange/rep3.json
CONTENT_STATED,11,"[""requests/sessions.py""]",0.5,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,temporal_frequency,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/temporal_frequency/rep2.json
CONTENT_STATED,18,"[""requests/sessions.py""]",0.5,"[""requests/sessions.py"", ""requests/adapters.py""]",0.8,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,requests,12,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/requests/12/temporal_frequency/rep3.json
CONTENT_STATED,11,"[""sklearn/linear_model/_coordinate_descent.py""]",1.0,"[""The\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0\u00a0""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,scikit-learn,49,temporal_cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/scikit-learn/49/temporal_cochange/rep2.json
CONTENT_STATED,17,"[""scrapy/extensions/feedexport.py"", ""scrapy/extensions/itemchecker.py""]",0.6666666666666666,"[""scrapy/extensions/feedexport.py""]",1.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,scrapy,26,all_tools,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/scrapy/26/all_tools/rep1.json
CONTENT_STATED,6,"[""scrapy/extensions/feedexport.py""]",1.0,"[""scrapy/extensions/feedexport.py"", ""scrapy/settings/default_settings.py""]",0.6666666666666666,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,scrapy,26,structural,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/scrapy/26/structural/rep2.json
CONTENT_STATED,9,"[""thefuck/rules/missing_space_before_subcommand.py""]",0.0,"[""Thefuck/rules/missing_space_before_subcommand.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,10,all_tools,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/10/all_tools/rep3.json
CONTENT_STATED,8,"[""thefuck/rules/missing_space_before_subcommand.py""]",0.0,"[""Thefuck/rules/missing_space_before_subcommand.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,10,structural,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/10/structural/rep1.json
CONTENT_STATED,11,"[""thefuck/rules/missing_space_before_subcommand.py""]",0.0,"[""thefuck/utils.py""]",0.5,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,10,structural,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/10/structural/rep3.json
CONTENT_STATED,8,"[""thefuck/rules/missing_space_before_subcommand.py""]",0.0,"[""Thefuck/rules/missing_space_before_subcommand.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,10,temporal_frequency,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/10/temporal_frequency/rep1.json
CONTENT_STATED,20,"[""thefuck/entrypoints/not_configured.py""]",0.0,"[""TheFuck/entrypoints/not_configured.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,20,all_tools,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/20/all_tools/rep2.json
CONTENT_STATED,18,"[""thefuck/entrypoints/not_configured.py""]",0.0,"[""Thefuck/entrypoints/not_configured.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,20,structural,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/20/structural/rep2.json
CONTENT_STATED,13,"[""thefuck/entrypoints/not_configured.py""]",0.0,"[""Thefuck/entrypoints/not_configured.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,20,temporal_cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/20/temporal_cochange/rep2.json
CONTENT_STATED,9,"[""thefuck/shells.py""]",1.0,"[""Thefuck/shells.py""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,5,structural,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/5/structural/rep3.json
CONTENT_STATED,8,"[""thefuck/shells.py""]",1.0,"[""text""]",0.0,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,thefuck,5,temporal_frequency,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/thefuck/5/temporal_frequency/rep1.json
CONTENT_STATED,4,"[""src/transformers/models/t5/tokenization_t5_fast.py""]",0.15384615384615385,"[""src/transformers/models/t5/tokenization_t5_fast.py"", ""src/transformers/models/t5/tokenization_t5.py""]",0.14285714285714285,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,27,temporal_cochange,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/27/temporal_cochange/rep2.json
CONTENT_STATED,16,"[""src/transformers/modeling_tf_auto.py"", ""src/transformers/__init__.py"", ""docs/source/model_doc/dpr.rst""]",0.5,"[""src/transformers/modeling_tf_dpr.py"", ""src/transformers/modeling_tf_auto.py"", ""src/transformers/__init__.py"", ""src/transformers/utils/dummy_tf_objects.py"", ""docs/source/model_doc/dpr.rst""]",0.6,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,5,all_tools,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/5/all_tools/rep1.json
CONTENT_STATED,16,"[""src/transformers/modeling_tf_auto.py"", ""src/transformers/__init__.py"", ""docs/source/model_doc/dpr.rst""]",0.5,"[""src/transformers/modeling_tf_dpr.py"", ""src/transformers/__init__.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py"", ""src/transformers/utils/dummy_tf_objects.py"", ""docs/source/model_doc/dpr.rst""]",0.6,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,5,all_tools,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/5/all_tools/rep2.json
CONTENT_STATED,16,"[""src/transformers/modeling_tf_auto.py"", ""src/transformers/__init__.py""]",0.5714285714285715,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_auto.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py"", ""src/transformers/utils/dummy_tf_objects.py""]",0.888888888888889,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,5,structural,2,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/5/structural/rep2.json
CONTENT_STATED,14,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_auto.py"", ""src/transformers/modeling_tf_dpr.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py""]",0.6666666666666665,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_auto.py"", ""src/transformers/modeling_tf_dpr.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py"", ""src/transformers/utils/dummy_tf_objects.py""]",0.8000000000000002,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,5,temporal_frequency,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/5/temporal_frequency/rep1.json
CONTENT_STATED,14,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_auto.py""]",0.5714285714285715,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_auto.py"", ""src/transformers/modeling_tf_dpr.py""]",0.5,1,end_turn,study_2,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,transformers,5,temporal_frequency,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/transformers/5/temporal_frequency/rep3.json
REJECTED_SUBMIT,7,"[""fastapi/utils.py""]",0.0,"[""fastapi/utils.py"", ""fastapi/openapi/utils.py"", ""fastapi/dependencies/utils.py""]",0.0,1,end_turn,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,fastapi,17,all_tools_required,3,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/fastapi/17/all_tools_required/rep3.json
CONTENT_STATED,14,"[""src/flask/logging.py"", ""src/flask/app.py""]",1.0,[],0.0,1,end_turn,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,flask,18,temporal_cochange_required,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/flask/18/temporal_cochange_required/rep1.json
REJECTED_SUBMIT,6,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,"[""gpt_engineer/core/token_usage.py"", ""gpt_engineer/applications/cli/main.py""]",0.0,1,submitted,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,all_tools_required,3,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/gpt-engineer/9/all_tools_required/rep3.json
REJECTED_SUBMIT,10,"[""gpt_engineer/core/token_usage.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/core/token_usage.py""]",0.6666666666666666,1,submitted,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,temporal_frequency_required,7,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/gpt-engineer/9/temporal_frequency_required/rep7.json
REJECTED_SUBMIT,7,"[""gpt_engineer/applications/cli/main.py"", ""gpt_engineer/core/ai.py""]",0.6666666666666666,"[""gpt_engineer/core/ai.py""]",1.0,1,submitted,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,gpt-engineer,9,temporal_frequency_required,9,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/gpt-engineer/9/temporal_frequency_required/rep9.json
REJECTED_SUBMIT,9,"[""keras/engine/training.py"", ""keras/utils/io_utils.py""]",0.28571428571428575,"[""keras/utils/io_utils.py""]",0.0,1,submitted,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,12,temporal_cochange_required,3,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/keras/12/temporal_cochange_required/rep3.json
CONTENT_STATED,20,"[""keras/engine/saving.py""]",1.0,[],0.0,1,end_turn,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,keras,5,all_tools_required,12,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/keras/5/all_tools_required/rep12.json
CONTENT_STATED,28,"[""pandas/core/internals.py"", ""pandas/core/common.py""]",0.0,[],0.0,1,end_turn,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,pandas,35,structural_required,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/pandas/35/structural_required/rep1.json
REJECTED_SUBMIT,7,"[""thefuck/utils.py"", ""tests/test_utils.py"", ""thefuck/rules/missing_space_before_subcommand.py""]",0.3333333333333333,"[""thefuck/rules/missing_space_before_subcommand.py""]",0.0,1,submitted,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,thefuck,10,temporal_cochange_required,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/thefuck/10/temporal_cochange_required/rep1.json
REJECTED_SUBMIT,21,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_dpr.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py"", ""src/transformers/utils/dummy_tf_objects.py"", ""docs/source/model_doc/dpr.rst""]",0.6,"[""src/transformers/__init__.py"", ""src/transformers/modeling_tf_auto.py"", ""src/transformers/convert_pytorch_checkpoint_to_tf2.py"", ""src/transformers/utils/dummy_tf_objects.py"", ""src/transformers/modeling_tf_dpr.py"", ""docs/source/model_doc/dpr.rst""]",0.7272727272727272,1,submitted,study_3,deepinfra/nvidia/NVIDIA-Nemotron-3-Super-120B-A12B,transformers,5,all_tools_required,1,deepinfra_nvidia_NVIDIA-Nemotron-3-Super-120B-A12B/transformers/5/all_tools_required/rep1.json
CONTENT_STATED,19,"[""fastapi/utils.py"", ""fastapi/openapi/utils.py""]",0.0,"[""fastapi/utils.py""]",0.0,1,end_turn,study_3,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,fastapi,17,temporal_cochange_required,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/fastapi/17/temporal_cochange_required/rep1.json
CONTENT_STATED,23,"[""fastapi/dependencies/utils.py""]",0.0,"[""fastapi/dependencies/utils.py"", ""fastapi/openapi/utils.py""]",0.0,1,max_turns,study_3,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,fastapi,17,temporal_frequency_required,3,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/fastapi/17/temporal_frequency_required/rep3.json
REJECTED_SUBMIT,6,"[""gpt_engineer/core/chat_to_files.py""]",0.0,"[""gpt_engineer/core/chat_to_files.py"", ""gpt_engineer/core/default/steps.py""]",0.0,1,submitted,study_3,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,11,temporal_frequency_required,1,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/11/temporal_frequency_required/rep1.json
CONTENT_STATED,11,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_3,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools_required,10,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools_required/rep10.json
CONTENT_STATED,6,"[""gpt_engineer/core/ai.py""]",1.0,"[""gpt_engineer/applications/cli/main.py""]",0.0,1,end_turn,study_3,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools_required,11,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools_required/rep11.json
CONTENT_STATED,12,"[""gpt_engineer/applications/cli/main.py""]",0.0,"[""gpt_engineer/core/ai.py"", ""gpt_engineer/applications/cli/main.py""]",0.6666666666666666,1,end_turn,study_3,fireworks_ai/accounts/fireworks/models/gpt-oss-120b,gpt-engineer,9,all_tools_required,12,fireworks_ai_accounts_fireworks_models_gpt-oss-120b/gpt-engineer/9/all_tools_required/rep12.json
